Country,Continent,Rank,Title,Artists,Album,Explicit,Duration,Democracy_Index,Lyrics
Italy,Europe,39,Ringo Starr,Pinguini Tattici Nucleari,Fuori dall'Hype Ringo Starr,0,3:03,0.786,"A volte penso che a quelli come me
Il mondo non abbia mai voluto bene
Il cerchio della vita impone che per
Un Re Leone vivano almeno tre iene
Gli amici ormai si sposano alla mia età
Ed io mi incazzo se non indovino all'Eredità
Forse dovrei partire e andarmene via di qua
E cambiare la mia vita in toto, tipo andando in Africa

Ma questa sera ho solo voglia di ballare
Di perdere la testa e non pensare più
Che la mia vita non è niente di speciale
E forse alla fine c'hai ragione tu (Perché)

In un mondo di John e di Paul, io sono Ringo Starr
In un mondo di John e di Paul, io sono Ringo Starr
In un mondo di John e di Paul, io sono Ringo Starr
Uoh-oh-oh-oh, oh-oh, uoh-oh-oh-oh-oh, oh

Tu eri Robin, poi hai trovato me
Pensavi che fossi il tuo Batman, ma ero solo il tuo Ted, eh-eh
E quando dico che spero che trovi un ragazzo migliore di me, fingo
Che i migliori alla fine se ne vanno sempre e che cosa rimane? Ringo

Ma questa sera ho solo voglia di ballare
Di perdere la testa e non pensare più
Che la mia vita non è niente di speciale
E forse alla fine c'hai ragione tu (Perchè)

In un mondo di John e di Paul, io sono Ringo Starr
In un mondo di John e di Paul, io sono Ringo Starr
In un mondo di John e di Paul, io sono Ringo Starr
Uoh-oh-oh-oh, oh-oh, uoh-oh-oh-oh-oh, oh

Ringo, Ringo, Ringo, Ringo
In un mondo di John e di Paul, io sono Ringo Starr

Ma questa sera ho solo voglia di ballare
Di perdere la testa e non pensare più
Che la mia vita non è niente di speciale
E forse alla fine c'hai ragione tu (Perché)

In un mondo di John e di Paul, io sono Ringo Starr (Ringo)
In un mondo di John e di Paul, io sono Ringo Starr (Ringo)
In un mondo di John e di Paul, io sono Ringo Starr (Ringo)
Uoh-oh-oh-oh, oh-oh, uoh-oh-oh-oh-oh, oh"
Italy,Europe,40,BANKROLL (feat. Luchè),"DrefGold, Luche",ELO,1,2:46,0.786,"(Bankroll) Yeah aight (Bankroll, eh)
(Bankroll) Komparema (Bankroll)

Frasi, usale bene, attento che sfasi, obiettivi (Bankroll)
Tu non capisci, passo gli step e salto le fasi (Skrrt)
Ehi, non vesto ASICS
No, no, hop on the chili, ho lean e cali
Givenchy, Chanel, non fumo Camel, ehi, ehi, ehi
I miei hanno fame, drippi non Pharrell, ho nuove Fante, ehi, ehi
Il Liberty, il Phantom, Booster e Aerox, a quello viene un infarto (Bankroll)
Sciroppo al parco, bevo sul palco, faccio storie, ma non pacco (No)

Tu fai storie, tu fai il palo, quella B lì non la pago (No, no)
Tu sei Homer, non sei Pablo, tu sei Peter, non il Chapo (Oh, oh)
Griffin e Simpson, mangio KFC e mi sento ricco, ehi, ehi (Skrrt, skrrt)
Fumo quel King Kong, suona al mio ding-dong, spero che non è uno sbirro (Okay)
Spero che non è un infame, la cocaina fa male, quello sai finisce presto
Se non pensa con la testa o se non trova un pretesto (Eh, uh)
Ehi, ehi, Backwood nel mio testo
BMW, non la testo, giro sopra a una McLaren (Skrrt-skrrt, Komparema)

Frasi, usale bene, attento che sfasi, obiettivi (Bankroll)
Tu non capisci, passo gli step e salto le fasi (Skrrt)
Ehi, non vesto ASICS
No, no, hop on the chili, ho lean e cali
Givenchy, Chanel, non fumo Camel, ehi, ehi, ehi
I miei hanno fame, drippi non Pharrell, ho nuove Fante, ehi, ehi
Il Liberty, il Phantom, Booster e Aerox, a quello viene un infarto (Bankroll)
Sciroppo al parco, bevo sul palco, faccio storie, ma non pacco (No)

Io capo zona, tu palo, in 'sto Paese mi ammalo
Dammi più soldi che devo farmi un regalo
Nell'acquario mi manca uno squalo (Uh-uh)
La coscienza mi puzza di merda, ma io non la lavo
Sono quello che manda bottiglie e poi balla sul tavolo (Ah-ah)
Il mio bodyguard è il diavolo (Ue)
Modelle che sparlano, ma si segnano il numero mentre ballano (Uoh)
In 'sto gioco mi fido soltanto del team
E di tutti quei soldi che lavano (Cash, cash)
Questi qua sono gatti che mi fan le fusa
Ma quando mi allontano abbaiano (Ah)
Poi mi danno la mano (Seh), ci sputo sopra e la lavo (Uoh)
Tu pensi che ci conosciamo? (No) Io non guido la mia auto (No)
La mia faccia è un tatuaggio (Sì), tu sold out con l'omaggio (Okay)
Anche se ho torto conviene stare dal mio lato perché pago tanto (Cash-cash)
Ogni fra' ha un affiliato (Sì), nuova hit in allegato (Komparema)

Frasi, usale bene, attento che sfasi, obiettivi (Bankroll)
Tu non capisci, passo gli step e salto le fasi (Skrrt)
Ehi, non vesto ASICS
No, no, hop on the chili, ho lean e cali
Givenchy, Chanel, non fumo Camel, ehi, ehi, ehi
I miei hanno fame, drippi non Pharrell, ho nuove Fante, ehi, ehi
Il Liberty, il Phantom, Booster e Aerox, a quello viene un infarto (Bankroll)
Sciroppo al parco, bevo sul palco, faccio storie, ma non pacco

Bankroll
Bankroll
Bankroll
Bankroll"
Italy,Europe,41,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12,0.786,
Italy,Europe,42,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02,0.786,
Italy,Europe,43,16 Marzo (feat. Gow Tribe),"Achille Lauro, Gow Tribe",16 Marzo (feat. Gow Tribe),0,3:53,0.786,"Te ne vai come non fosse niente
Come non fossi te
Te ne vai quando non c'è più niente
Più niente di me
Te ne vai, sbatti la porta e intanto
Ho capito, già te ne stai andando
Dici: ""Tanto ormai per te non piango più
Fallo te""
Che ne sai? Non ti hanno mai detto di no
Tu che non sai che cosa sono i ""non si può""
Te ne vai come io fossi niente
Come fosse che?
Te ne vai perché non c'è più niente
Da prendere
Te ne vai come ci fosse un altro
Come se ti stesse già aspettando
Come se esistesse qualcun altro
Uguale a me

Che ne sai? Non ti hanno mai detto di no
Tu non hai mai pianto
E non sai che cosa sono i ""non si può""
Te ne freghi, tanto

No, non lo sai cosa vuoi
Cosa stai cercando
No, non è mai, non è noi
Ti rinnamorerai a marzo
Oh, oh-oh-oh, oh-oh-oh
Il 16 marzo
Oh, oh-oh-oh, oh-oh-oh
Il 16 marzo

Me ne vado come fossi pazzo
Sì, pazzo di te
Me ne vado perché un po' ne ho voglia
Un po' perché
Perché per te l'amore dura un anno
Perché te sai solo cancellarlo
Vuoi solo chi non ti sta cercando più
Come me

Che ne sai? Non ti hanno mai detto di no
Tu non hai mai pianto
E non sai che cosa sono i ""non si può""
Te ne freghi, tanto
No, non lo sai cosa vuoi
Cosa stai cercando
No, non è mai, non è noi
Ti rinnamorerai a marzo
Oh, oh-oh-oh, oh-oh-oh
Il 16 marzo
Oh, oh-oh-oh, oh-oh-oh
Il 16 marzo

Il 16 marzo"
Italy,Europe,44,Musica (E Il Resto Scompare),Elettra Lamborghini,Twerking Queen,0,3:14,0.786,"Elettra, Elettra Lamborghini

Mi piace la musica fino al mattino
Faccio casino lo stesso, ma non bevo vino
Ridi, cretino
La vita è corta per l'aperitivo
Innamorata di un altro cabrón
Esta es la historia de un amor
Non mi portare a Parigi o ad Hong Kong
Tanto lo sai che poi faccio così (Faccio così)
Cado, cado, per la strada parla piano piano
Questa notte dormo sul divano
Altro che pensare a te
Tanto qui resta la

Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare
E anche se non mi hai detto mai, ""Quanto sei bella""
Io non ho mai smesso di sorridere
E anche se non mi hai detto mai, ""Amore, aspetta""
Tutto quello che resta quando penso a te è
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare

Mi piace guardare le luci dell'alba
Girare nuda per casa e nessuno mi guarda
Quanto ti manca
Sì, mi hai chiamato col nome di un'altra
Innamorata di un altro cabrón
Esta es la historia de un amor
Ci stavo male per te e ora no
Tanto lo sai che io faccio così (Faccio così)
Sola, sola, ti ho dato tutto e ancora ancora
Resto qui e non dico una parola
Altro che pensare a te
Tanto qui resta la

Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare
E anche se non mi hai detto mai, ""Quanto sei bella""
Io non ho mai smesso di sorridere
E anche se non mi hai detto mai, ""Amore, aspetta""
Tutto quello che resta quando penso a te è
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare

Innamorata di un altro cabrón
Esta es la historia de un amor (De un amor)

E anche se non mi hai detto mai, ""Quanto sei bella""
Io non ho mai smesso di sorridere
E anche se non mi hai detto mai, ""Amore, aspetta""
Tutto quello che resta quando penso a te è
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare
Musica e il resto scompare"
Italy,Europe,45,Ti volevo dedicare (feat. J-AX & Boomdabash),"Rocco Hunt, J-AX, Boomdabash",Libertà,0,3:28,0.786,"Ho una cosa da dirti da tempo
Ma  non ho mai trovato il momento
Potrei  farlo qui, non mi importa se
Questa gente mi guarda ridendo
Giuro l'altra notte è stato bello
Non  esci più dal mio cervello
Non  basterebbe un solo anello
Tu vali più di ogni gioiello

E  chissà se
Quando parti poi ritorni qui da me
E dimmi se
Questo sentimento vale anche per te
Balla  finché
Rimanendo ad occhi chiusi
Mi dai un bacio e poi ti scusi
Resta qui solo un secondo in più perché

Ti volevo dedicare, mille canzoni scritte
Una chitarra da accordare, in quelle notti
Fino a quando sale sale il sole e perdi il conto delle ore
Ti volevo dedicare quello che provo e non so cos’è
Quello che provo

Non diciamo per sempre perché mai nulla dura in eterno
Se credi troppo nei sogni poi ti risvegliano sul più bello
Tutto sembra un déjà vu
Mille parole alla TV
Coca Cola e Malibu
Balliamo come una tribù

E chissà se
Quando parti poi ritorni qui da me
E dimmi se
Questo sentimento vale anche per te
Balla finché
Rimanendo ad occhi chiusi
Mi dai un bacio e poi ti scusi
Resta qui solo un secondo in più perché

Ti volevo dedicare, mille canzoni scritte
Una chitarra da accordare, in quelli notti
Fino a quando sale sale il sole e perdi il conto delle ore
Ti volevo dedicare quello che provo e non so cos'è
Quello che provo

Non so fare serenate, sere nere a Asereje
Non seguo la moda ma ritorno, vinile
Non so se Maradona era meglio di Pelé
Ma il calcio femminile è di sicuro più virile
Donne contro maschi, servono entrambi
Anche se diversi come gli occhi degli Husky
Amo gli incostanti, parti come Heidi
Ti spogli come Miley, tutta fatta come Billie Eilish
Quando sei vicina sei polemica (Oh)
Quando sei lontana sei l'America
Fai scorrere sangue nella mia vena poetica
Come Lucio Dalla parte la mia mano che ti fa una dedica
Penso a te e le parole escono in metrica
È facile trovarle come l’erba su Telegram
Qui le bugie sono in vendita
E tu sei il siero della verità, meglio del Pentotal

La sensazione che a volte mi sale
E che stiamo bene come spiagge e mare
Come barche all'orizzonte, ci perdiamo tra le onde
Bene e male si confonde, tra le nostre ombre
Fino a quando sale il sole, perdi il conto delle ore
Ti volevo dedicare quello che provo e non so cos'è
Quello che provo non so cos'è oh-oh-oh
Ti volevo dedicare quello che provo e non so cos'è"
Italy,Europe,46,ZERO+ZERO (feat. Lazza),"DrefGold, Lazza",ELO,1,2:30,0.786,"Brr

La madonna piange sangue, ehi (Ehi)
Io vorrei piangere soldi (Yah-ah)
Così divento più ricco
Se 'ste thottie voglion farmi lacrimare gli occhi (No, no, no), ehi (Ehi)
Poi vorrei vedere Social Boom, ehi
Fare su tutti i suoi social ""boom"", ehi
Ogni dramma si risolve (Si risolve)
Tienimi in casa 'sta collana, ti fa diventare Stevie Wonder (Skrrt)
So che la scena è una troia ('Roia)
Frate', tu dimmi se batte (Batte)
Sembrano Scemo & più scemo (Scemo)
Anzi no, Beavis and Butt-Head (Ahahah)
Passerai di moda come i Tokio Hotel (Tokio Hotel)
Guardami mentre metto in ginocchio il rap

Tu sei zero più zero, il mio conto ha zeri più zeri (Yah)
Big deal, big drip, fumo cali, no semi (Yah)
Ho brother nel mio barrio, uoh-oh (Yah-ah-ah)
Soldi, so come farli, bro, uoh-oh-oh-oh (Yah-ah-ah)
Tu sei zero più zero, il mio conto ha zeri più zeri (Yah)
Big deal, big drip, fumo cali, no semi (Yah)
Ho brother nel mio barrio, uoh-oh (Yah-ah-ah)
Soldi, so come farli, bro, uoh-oh-oh-oh (Yah-ah-ah)

(Ehi) Kanaglie nel mio barrio (Nel mio barrio)
So farli e raddoppiarli, bro (E raddoppiarli)
Tante collane, ho un acquario (Acquario)
Fanta e Sprite nell'inventario (Oh)
Fumo diretto dal carico (Oh)
Ho un accento vario (Oh, Komparema)
Lei vuole un calibro (Cali)
Mi vuole carico, mi vuole caldo e mo (Cali)
Sai, non bevo rum e cola, è sempre nuova la mia suola
Playboy, playboy, dammi i soldi come a scuola
Enjoy, Enjoy, e saltavo la coda (La coda)
Entravo all'ultima ora (Ora), mo mi sveglio quando suona (Ehi)

Tu sei zero più zero, il mio conto ha zeri più zeri (Yah)
Big deal, big drip, fumo cali, no semi (Yah)
Ho brother nel mio barrio, uoh-oh (Yah-a-ah)
Soldi, so come farli, bro, uoh-oh-oh-oh (Yah-ah-ah)
Tu sei zero più zero, il mio conto ha zeri più zeri (Yah)
Big deal, big drip, fumo cali, no semi (Yah)
Ho brother nel mio barrio, uoh-oh (Yah-ah-ah)
Soldi, so come farli, bro, uoh-oh-oh-oh (Yah-ah-ah)"
Italy,Europe,47,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29,0.786,
Italy,Europe,48,Sono un bravo ragazzo un po' fuori di testa,Random,Sono un bravo ragazzo un po' fuori di testa,0,2:50,0.786,"Oh, yeah

Sono un bravo ragazzo, yeah, un po’ fuori di testa
Ai miei cari do il mondo (Oh)
Spesso non tengo niente per me
Se lo penso lo dico (Ah)
Se lo dico lo faccio, emozioni in matita (Ah)
Certe cose non fanno per me

Chiudo gli occhi ma vedo lo stesso
Le menzogne che ti tieni dentro
Mi riprendono, fanno le foto
Ma non si godono mai il momento
E non voglio morire da solo
Sottoterra coi pezzi da cento
Con sopra scritta questa canzone
Col denaro non ci compri il tempo
Ma col tempo il successo ti comprerà
Mi è successo ma adesso so come fare
Neanche il male più grande mi toccherà
Me la godo su un’isola tropicale
Ogni rima sul foglio è un’opera
Però non sono in grado di disegnare
Senza il sole una rosa non fiorirà
Ma uguale le sue spine faranno male

Sono un bravo ragazzo, yeah, un po’ fuori di testa
Ai miei cari do il mondo (Oh)
Spesso non tengo niente per me
Se lo penso lo dico (Ah)
Se lo dico lo faccio, emozioni in matita (Eh)
Certe cose non fanno per me

Come fai? Mi chiedi ""come fai""
A stare lontani da chi ci vuole male, come fai?
Come fai a lasciarmi dal niente e scordarti di me?

Calma si risolverà
Tutto quanto basta ma non la follia
E non voglio morire da solo
La mia tomba sarà quel cemento
Della strada che un po’ mi ha cresciuto
Alla quale ho donato il mio tempo
Ma col tempo il successo ti comprerà
Mi è successo ma adesso so come fare
Neanche il male più grande mi toccherà
Me la godo su un’isola tropicale
Ogni rima sul foglio è un’opera
Però non sono in grado di disegnare
Senza il sole una rosa non fiorirà
Ma uguale le sue spine faranno male

Sono un bravo ragazzo (Sono un bravo ragazzo un po’ fuori di testa)
Do tutto agli altri e non mi tengo niente per me

Sono un bravo ragazzo, yeah, un po’ fuori di testa
Ai miei cari do il mondo (Oh)
Spesso non tengo niente per me
Se lo penso lo dico (Ah)
Se lo dico lo faccio, emozioni in matita (Eh)
Certe cose non fanno per me

Certe cose non fanno per me
Quella vita là non fa per me
Certe storie non fanno per me
Questa vita qua non fa per me (Eh)
(Sono un bravo ragazzo)"
Italy,Europe,49,El Efecto,"Rauw Alejandro, Chencho Corleone",El Efecto,0,3:37,0.786,
Italy,Europe,50,NEON - Le Ali (feat. Elisa),"Marracash, Elisa",Persona,1,3:27,0.786,"Eh

Quando fissi il buio ci vedi sempre qualcosa, bro
Tappati le orecchie, però io ci sono ancora, bro
Conta, bro, vuoti che hai lasciato non si colmano
Quanti messi in ombra, quanti ne hai perduti in corsa, bro?
Oh, animale notturno, devo uscire dal buco (Brr-ta)
Tenuto in pugno dal mio lato più oscuro (Gah-gah-gah-gah)
Panico, sbuffo, paranoie di fumo (Uh)
Vago d'impulso, iridi simili a un lupo (A un lupo, eh)

Luci dei club, baci dei flash
Ori e gioielli che accecano i re
Lampi di neon squarciano il cielo
E le paure che ho

Quando ti senti giù-ù-ù, tu resti dove la luce balla
Il neon brilla, sembra una danza
Come fanno le star
Ti spegni se
Nessuno guarda più-ù-ù, ma resti dove la luce balla
Chiudi il cielo nella tua stanza
La festa finirà
Solo la luna che ti parla

Ti sei fatto amare, però non sai affatto dare, bro
Sì, lei hai fatto male, forse tu sei fatto male, bro
Pare, bro, che ti sei scordato della fame, bro
La tua farsa cade, non sei niente di speciale, bro (Eh)
Uff, ho paura del buio, specie quello degli altri (Brr-ta)
Giro confuso, sibili, timidi sguardi (Sguardi, psst, psst)
L'unico scudo, stare fuori, distrarsi (Nah-nah, nah-nah)
So da che fuggo, figli di simili sbagli (Eh)

Luci dei brand, stelle di LED
Fari allo xeno, semafori e
Le scie dei jet squarciano il cielo
E le paure che ho

Quando ti senti giù-ù-ù, tu resti dove la luce balla
Il neon brilla, sembra una danza
Come fanno le star
Ti spegni se
Nessuno guarda più-ù-ù, ma resti dove la luce balla
Chiudi il cielo nella tua stanza
La festa finirà
Solo la luna che ti parla

Come un oceano di lamiera
Tra i cavi elettrici delle città
Restiamo collegati appena
E la notte poi se ne va

Quando ti senti giù-ù-ù, tu resti dove la luce balla
Il neon brilla, sembra una danza
Come fanno le star
Ti spegni se
Nessuno guarda più-ù-ù, ma resti dove la luce balla
Chiudi il cielo nella tua stanza
La festa finirà
Solo la luna che ti parla

La-la-la-la, la-la-la-la
La-la-la-la, la-la"
Japan,Asia,1,夜に駆ける,YOASOBI,夜に駆ける,0,4:21,0.749,"沈むジョジョに包まれるように
二人だけの数奇なこの運命に
（ンッ　ン～！）
（実に！　スガスガしい気分だッ！）
（歌でもひとつ歌いたいようなイイ気分だ～）
（８秒経過！）
（承太郎もどうだ？）

オラオラだけだった
その一言で全てが終わった
日が昇りだした空に焦るDIOは
ジョセフの血を取り込んだ（波紋なんぞ）
初めてあった日から
DIOの運命の全てが決まった
どこか儚く勇敢で無謀なジョジョは
優しい目をしてたんだ（そういう君はジョナサンジョースター）

いつだってオーバードライブと
波紋の呼吸　何度だってさ
触れる拳に流れる波紋　DIOの体が
崩れそうだぞ
二人で一人奇妙な友情すら感じている（ジョジョー!）

黄金の精神　流れる血筋に
思いつく限り惨たらしい死を
昇る太陽に消えて死ぬ前に
くらえロードローラーだ（ロードローラーだッ！）
時を止めてみても（ザ・ワールドッ）
目潰しをしても（この血の目潰しはッ！）
貴様のスタンドが動けるなら
意味は無いな　空に日が昇るまで
持ち堪えるぞ

（人間は誰でも不安や恐怖を克服して安心を得るために生きる）
（名声を手に入れたり　人を支配したり）
（安心を求める事こそ人間の目的だ）

ジョジョにしかできない
このDIOの体の代わりなんて（馴染む！実に馴染むぞ）
向かってくるのか　よかろう
近づくがよい
次は承太郎
（貴様だ）
同じタイプの能力
ジョナサンの血筋　受け継いだせいか
このままラッシュの速さ比べて
このDIOが勝つしかないぞ
それでもきっとこのDIOきっと
発動「世界」　 時を止めたぞ
10秒経過

（おれは「恐怖」を克服することが）
（「生きる」ことだと思う）
（世界の頂点に立つ者は）
（ほんのちっぽけな「恐怖」をも持たぬ者ッ！）
（わかるかエンヤ婆？）

無駄無駄オラオラぶつかり合って
がむしゃらに投げ出したDIOの脚を砕く貴様
無駄無駄無駄無駄放つ拳
本当はもう気付いてるんだ

あーほらまた「星の白金」（オラッ!）
オラオラ食らう何度だってさ（捉えたっ!）
食らうラッシュでそろそろこのDIOの
体にヒビが入ってしまったぞ
不死身であるはずのDIOが
DIOは初めて恐れた

黄金の精神　流れる血筋に
このDIOの野望は打ち砕かれる
昇る太陽に溶けてゆくように
体が徐々に消えてく
搾り取ってやる　きさまの生命を
『浄めてやる　その穢れたる野望』
消えるDIOを眺める承太郎
ジョジョの面影重ねる
殺してしまいたくて憎んでたジョジョに
感じているこの奇妙な友情と
二人だけの数奇なこの運命は
朝日と共に
震える心臓の鼓動が（震えるぞ）
このDIOは
ジョジョに　敗北する
Alt. Titles: JoJo ni Makeru, Losing to JoJo, Defeated by JoJo, Racing Into the Night"
Japan,Asia,2,Pretender,Official HIGE DANdism,Traveler,0,5:26,0.749,"君とのラブストーリー それは予想通り
いざ始まればひとり芝居だ
ずっとそばにいたって
結局ただの観客だ
感情のないアイムソーリー それはいつも通り
慣れてしまえば悪くはないけど
君とのロマンスは人生柄
続きはしないことを知った

もっと違う設定で もっと違う関係で
出会える世界線 選べたらよかった
もっと違う性格で もっと違う価値観で
愛を伝えられたらいいな
そう願っても無駄だから

グッバイ 君の運命のヒトは僕じゃない
辛いけど否めない でも離れ難いのさ
その髪に触れただけで 痛いや いや
でも 甘いな いやいや
グッバイ それじゃ僕にとって君は何？
答えは分からない 分かりたくもないのさ
たったひとつ確かなことがあるとするのならば
「君は綺麗だ」

誰かが偉そうに 語る恋愛の論理
何ひとつとしてピンとこなくて
飛行機の窓から見下ろした
知らない街の夜景みたいだ

もっと違う設定で もっと違う関係で
出会える世界線 選べたらよかった
いたって純な心で 叶った恋を抱きしめて
「好きだ」とか無責任に言えたらいいな
そう願っても虚しいのさ

グッバイ 繋いだ手の向こうにエンドライン
引き伸ばすたびに 疼きだす未来には
君はいない その事実に cry-y-y-y-y
そりゃ苦しいよな


グッバイ 君の運命のヒトは僕じゃない
辛いけど否めない でも離れ難いのさ
その髪に触れただけで 痛いや いや
でも 甘いな いやいや
グッバイ それじゃ僕にとって君は何？
答えは分からない 分かりたくもないのさ
たったひとつ確かなことがあるとするのならば
「君は綺麗だ」

それもこれもロマンスの定めなら
悪くないよな
永遠も約束もないけれど
「とても綺麗だ」"
Japan,Asia,3,kousui,Eito,kousui,0,4:12,0.749,"Ushiro kara ikinari sa
""Temee wa ore wo okoraseta"" tte
Joutarou mou san byou kurai
Toki wo tometete dou shita no?
Za waarudo to onaji taipu no
Sutando na ki ga shiteta
Futari de mukaiatte wa
Tsuki no hayasa kurabeta ne

Demo mite yo ima no DIO wo
Ugokidasenai DIO wo
Hito wo koeru tame ishikamen tsukete mo
Chisuji ni wa katenakute sa

Betsuni JoJo wo motometenai kedo
Yoko ni irareru to omoidasu
Kisama no sutando sutaa purachina no
Ora Ora no sei da yo

Muda, muda, muda da
Muda, muda da"
Japan,Asia,4,I Love...,Official HIGE DANdism,I Love...,0,4:42,0.749,"僕が見つめる景色のその中に
君が入ってから 変わり果てた世界は
いつも卒なくこなした日々の真ん中
不思議な引力に逆らえず崩れてく

I love, なんて
言いかけてはやめて
I love, I love, 何度も

高まる愛の中 変わる心情の中
燦然と輝く姿は
まるで水槽の中に飛び込んで
溶けた絵の具みたいな, イレギュラー

独りじゃ何ひとつ気付けなかっただろう
こんなに鮮やかな色彩に
普通の事だと
とぼける君に言いかけた
I love, その続きを贈らせて

見えない物を見て笑う君の事を
分かれない僕が居る
美しすぎて目が眩んでしまう
今も劣等感に縛られて生きている

I love, I love, 不恰好な結び目
I love, I love, 手探りで見つけて
I love, your love, 解いて 絡まって
僕は繰り返してる 何度も

レプリカばかりが飾られた銀河
カーテンで作られた暗闇 嘆く人も居ない
鼠色の街の中で
I love, その証を抱き締めて
(Ah-ah-ah-ah, ah-ah-ah-ah-ah)

喜びも悲しみも
句読点のない想いも
完全に分かち合うより
曖昧に悩みながらも
認め合えたなら

重なる愛の中 濁った感情の中
瞬きの僅かその合間に
君がくれたプレゼントはこの
やけに優しい世界だ, イレギュラー

独りじゃ何ひとつ気付けなかっただろう
こんなに大切な光に
普通の事だと
とぼける君に言いかけた
I love, その続きを贈らせて

受け取り合う僕ら
名前もない夜が更けていく"
Japan,Asia,5,Hakujitsu,King Gnu,Ceremony,0,4:36,0.749,"時には誰かを
知らず知らずのうちに
傷つけてしまったり
失ったりして初めて
犯した罪を知る

戻れないよ、昔のようには
煌めいて見えたとしても
明日へと歩き出さなきゃ
雪が降り頻ろうとも

今の僕には
何ができるの？ 何になれるの？
誰かのために生きるなら
正しいことばかり
言ってらんないよな
どこかの街で また出逢えたら
僕の名前を 覚えていますか？
その頃にはきっと
春風が吹くだろう

真っ新に生まれ変わって
人生一から始めようが
へばりついて離れない
地続きの今を歩いているんだ
真っ白に全てさよなら
降りしきる雪よ
全てを包み込んでくれ
今日だけは
全てを隠してくれ

もう戻れないよ、昔のようには
羨んでしまったとしても
明日へと歩き出さなきゃ
雪が降り頻ろうとも

いつものように笑ってたんだ
分かり合えると思ってたんだ
曖昧なサインを見落として
途方のない間違い探し
季節を越えて また出逢えたら
君の名前を 呼んでもいいかな
その頃にはきっと
春風が吹くだろう

真っ新に生まれ変わって
人生一から始めようが
首の皮一枚繋がった
如何しようも無い今を
生きていくんだ
真っ白に全てさよなら
降りしきる雪よ
今だけはこの心を凍らせてくれ
全てを忘れさせてくれよ

朝目覚めたら どっかの誰かに
なってやしないかな
なれやしないよな
聞き流してくれ
忙しない日常の中で
歳だけを重ねた
その向こう側に
待ち受けるのは
天国か地獄か

いつだって人は鈍感だもの
わかりゃしないんだ肚の中
それでも愛し愛され
生きて行くのが定めと知って
後悔ばかりの人生だ
取り返しのつかない過ちの
一つや二つくらい
誰にでもあるよな
そんなんもんだろう
うんざりするよ

真っ新に生まれ変わって
人生一から始めようが
へばりついて離れない
地続きの今を歩いて行くんだ
真っ白に全てさようなら
降りしきる雪よ
全てを包み込んでくれ
今日だけは
全てを隠してくれ"
Japan,Asia,6,Shukumei,Official HIGE DANdism,Traveler,0,4:40,0.749,"Official髭男dism「宿命」歌詞
心臓からあふれ出した声で
歌うメロディ　振り向いた未来
君から　あふれ出した声と
合わさって響いた　群青の空の下
夢じゃない　夢じゃない　涙の足跡
嘘じゃない　嘘じゃない　泥だらけの笑顔
夢じゃない　夢じゃない　肩を組んで叫びたい
僕らの想い　届け！
奇跡じゃなくていい　美しくなくていい
生きがいってやつが光輝くから
切れないバッテリー　魂の限り
宿命ってやつを燃やして　暴れ出すだけなんだ
沈黙が続いたイヤフォン
自分の弱さに遠ざかってく未来
「大丈夫」や「頑張れ」って歌詞に
苛立ってしまった　そんな夜もあった
夢じゃない　夢じゃない　あの日の悔しさと
忘れない　忘れない　掌の爪痕
無駄じゃない　無駄じゃない　それも全て讃えたい
もうあと少し
願いの熱さに　汗まみれになったり
期待背負って立って　重さに臆病になるけど
僕らの背番号　それは背中じゃなく　瞳の奥のアンサー
重なって　照らし合ってくFOREVER
緊張から不安が芽生えて
根を張るみたいに　僕らを支配する
そんなものに負けてたまるかと
今　宿命ってやつを燃やして　暴れ出す
届け！
奇跡じゃなくていい　美しくなくていい
生きがいってやつが光輝くから
切れないバッテリー　魂の限り
宿命ってやつを燃やして　暴れ出すだけなんだ
ただ宿命ってやつをかざして　立ち向かうだけなんだ"
